AUTHOR,BORN_DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,STYLE,SCHOOL,TIMEFRAME
"MASSYS, Quentin","(b. 1465/66, Leuven, d. 1530, Antwerpen)",The Moneylender and his Wife (detail),1514,Oil on panel,"Musée du Louvre, Paris",http://www.wga.hu/html/m/massys/quentin/2/moneyleu.html,painting,portrait,Flemish,1451-1500
"MASSYS, Quentin","(b. 1465/66, Leuven, d. 1530, Antwerpen)",The Moneylender and his Wife,1514,"Oil on panel, 71 x 68 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/massys/quentin/2/moneylen.html,painting,portrait,Flemish,1451-1500
"MASSYS, Quentin","(b. 1465/66, Leuven, d. 1530, Antwerpen)",The Ugly Duchess,1525-30,"Oil on wood, 64 x 46 cm","National Gallery, London",http://www.wga.hu/html/m/massys/quentin/2/ugly_duc.html,painting,portrait,Flemish,1451-1500
"MATEJKO, Jan","(b. 1838, Kraków, d. 1893, Kraków)",Portrait of Fryderyk Czartoryski,-,"Oil on canvas, 10 ,5 x 14,5 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/matejko/portrait.html,painting,portrait,Polish,1851-1900
"MATEJKO, Jan","(b. 1838, Kraków, d. 1893, Kraków)",Sta?czyk,1862,"Oil on canvas, 88 x 120 cm","Muzeum Narodowe, Warsaw",http://www.wga.hu/html/m/matejko/stanczyk.html,painting,portrait,Polish,1851-1900
"MATHAM, Jacob","(b. 1571, Haarlem, d. 1631, Haarlem)",Theodorus Schrevelius,1618,"Engraving, 261 x 259 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/m/matham/jacob/schrevel.html,graphics,portrait,Netherlandish,1601-1650
"MATHAM, Theodor","(b. ca. 1605, Haarlem, d. 1676, Amsterdam)",Man with Roemer and Pipe,1633,"Ink on vellum, 410 x 330 mm","Fogg Art Museum, Cambridge",http://www.wga.hu/html/m/matham/theodor/man_pipe.html,graphics,portrait,Dutch,1601-1650
"MATTEINI, Teodoro","(b. 1754, Pistoia, d. 1831, Venezia)",Girl with Letter,1797,"Oil on canvas, 59 x 47 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",http://www.wga.hu/html/m/matteini/girl_let.html,painting,portrait,Italian,1801-1850
"MATTHIEU, Georg David","(b. 1737, Berlin, d. 1778, Ludwigslust)",Friedrich der Fromme,-,Oil on canvas,Private collection,http://www.wga.hu/html/m/matthieu/fromme.html,painting,portrait,German,1751-1800
"MATTHIEU, Georg David","(b. 1737, Berlin, d. 1778, Ludwigslust)",Joachim Ulrich Giese,1762-64,"Oil on canvas, 142 x 106 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/matthieu/giese1.html,painting,portrait,German,1751-1800
"MATTHIEU, Georg David","(b. 1737, Berlin, d. 1778, Ludwigslust)",The Wife of Joachim Ulrich Giese,1762-64,"Oil on canvas, 142 x 106 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/matthieu/giese2.html,painting,portrait,German,1751-1800
"MAYR, Johann Ulrich","(b. 1630, Augsburg, d. 1704, Augsburg)",Self-Portrait in a Blue Coat with Cuirass,1648-50,"Oil on canvas, 91 x 79 cm",Private collection,http://www.wga.hu/html/m/mayr/selfport.html,painting,portrait,German,1651-1700
"MAYR, Johann Ulrich","(b. 1630, Augsburg, d. 1704, Augsburg)",Self-Portrait,1650,"Oil on canvas, 107 x 89 cm","Germanisches Nationalmuseum, Nuremberg",http://www.wga.hu/html/m/mayr/self_por.html,painting,portrait,German,1651-1700
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",Infante Don Baltazar Carlos,1635,"Oil on canvas, 144 x 109,3 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mazo/baltazar.html,painting,portrait,Spanish,1601-1650
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",Portrait of the Infanta Margarita,c. 1660,"Oil on canvas, 121 x 107 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mazo/infanta.html,painting,portrait,Spanish,1601-1650
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",The Artist's Family,1659-60,"Oil on canvas, 150 x 172 cm","Kunsthistorisches Museum, Vienna",http://www.wga.hu/html/m/mazo/a_family.html,painting,portrait,Spanish,1601-1650
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",The Empress Do?a Margarita de Austria in Mourning Dress,1666,"Oil on canvas, 209 x 147 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mazo/margarit.html,painting,portrait,Spanish,1601-1650
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",Woman with a Sleeping Child,c. 1660,"Oil on canvas, 69 x 57 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mazo/sleeping.html,painting,portrait,Spanish,1601-1650
"MAZZIERE, Agnolo di Domenico","(b. ca. 1466, Firenze, d. 1513, Firenze)",Portrait of a Young Man,1490s,Tempera on panel,"Musée des Beaux-Arts, Lyon",http://www.wga.hu/html/m/mazziere/portrai3.html,painting,portrait,Italian,1451-1500
"MAZZIERE, Agnolo di Domenico","(b. ca. 1466, Firenze, d. 1513, Firenze)",Portrait of a Young Woman,c. 1490,Oil on poplar,"Staatliche Museen, Berlin",http://www.wga.hu/html/m/mazziere/portrai1.html,painting,portrait,Italian,1451-1500
"MAZZIERE, Agnolo di Domenico","(b. ca. 1466, Firenze, d. 1513, Firenze)",Portrait of a Youth,1495-1500,"Oil on panel, 52 x 34 cm","National Gallery of Art, Washington",http://www.wga.hu/html/m/mazziere/portrai2.html,painting,portrait,Italian,1451-1500
"MAZZONI, Guido","(b. ca. 1450, Modena, d. 1518, Modena)",Alfonso II of Aragon,1489-95,"Bronze with a dark patina and traces of gilding, height 42 cm","Museo Nazionale di Capodimonte, Naples",http://www.wga.hu/html/m/mazzoni/guido/alfonso.html,sculpture,portrait,Italian,1451-1500
"MECKENEM, Israhel van the Younger","(b. 1440/45, Meckenheim, d. 1503, Bocholt)",The Artist and his Wife Ida,c. 1490,"Copper engraving, 124 x 171 mm","National Gallery of Art, Washington",http://www.wga.hu/html/m/meckenem/artist_z.html,graphics,portrait,German,1451-1500
"MECKENEM, Israhel van the Younger","(b. 1440/45, Meckenheim, d. 1503, Bocholt)",The Artist and His Wife Ida,c. 1490,"Copper engraving, 142 x 175 mm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/meckenem/artist_w.html,graphics,portrait,German,1451-1500
"MEDNYÁNSZKY, László","(b. 1852, Beckó, d. 1919, Wien)",Jan Horak,1914,"Tempera and Indian ink on paper, 41 x 31 cm","Deák Collection, Municipal Gallery, Székesfehérvár",http://www.wga.hu/html/m/mednyans/12mednya.html,painting,portrait,Hungarian,1851-1900
"MEDNYÁNSZKY, László","(b. 1852, Beckó, d. 1919, Wien)",Wounded Soldier,1916,"Oil on canvas, 100 x 80 cm","Magyar Nemzeti Galéria, Budapest",http://www.wga.hu/html/m/mednyans/13mednya.html,painting,portrait,Hungarian,1851-1900
"MEISSONIER, Jean-Louis-Ernest","(b. 1815, Lyon, d. 1891, Paris)",Mounted Cavalier,-,"Oil on panel, 19 x 12 cm",Private collection,http://www.wga.hu/html/m/meissoni/mounted.html,painting,portrait,French,1801-1850
"MEISSONIER, Jean-Louis-Ernest","(b. 1815, Lyon, d. 1891, Paris)",Napoleon and his Staff,1868,"Oil on panel, 17 x 18 cm","Wallace Collection, London",http://www.wga.hu/html/m/meissoni/napoleon.html,painting,portrait,French,1801-1850
"MEISSONIER, Jean-Louis-Ernest","(b. 1815, Lyon, d. 1891, Paris)",Portrait of Marquesa de Manzanedo,1872,"Oil on canvas, 59 x 49 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/meissoni/manzaned.html,painting,portrait,French,1801-1850
"MEIT, Conrad","(b. ca. 1480, Worms, d. 1550, Antwerpen)",Head of a Man in the Antique Manner,1515-20,"Marble, height 33 cm","J. Paul Getty Museum, Los Angeles",http://www.wga.hu/html/m/meit/head_man.html,sculpture,portrait,German,1501-1550
"MEIT, Conrad","(b. ca. 1480, Worms, d. 1550, Antwerpen)",Margaret of Austria,1515-25,"Boxwood, height 9 cm","British Museum, London",http://www.wga.hu/html/m/meit/bust2.html,sculpture,portrait,German,1501-1550
"MEIT, Conrad","(b. ca. 1480, Worms, d. 1550, Antwerpen)",Philibert of Savoy,1515-25,"Boxwood, height 12 cm","British Museum, London",http://www.wga.hu/html/m/meit/bust1.html,sculpture,portrait,German,1501-1550
"MELÉNDEZ, Luis","(b. 1716, Napoli, d. 1780, Madrid)",Portrait of the Artist,1746,"Oil on canvas, 100 x 82 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/melendez/port_art.html,painting,portrait,Spanish,1751-1800
"MELLAN, Claude","(b. 1598, Abbeville, d. 1688, Paris)",Portrait of Henriette-Marie de Buade-Frontenac,1641,"Pastel on bluish-grey paper, 17 x 14 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mellan/portrait.html,graphics,portrait,French,1601-1650
"MELLAN, Claude","(b. 1598, Abbeville, d. 1688, Paris)",Portrait of Louis XIV as a Child,1644-45,"Black chalk, 210 x 150 mm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mellan/louis14.html,graphics,portrait,French,1601-1650
"MELLAN, Claude","(b. 1598, Abbeville, d. 1688, Paris)",Vincenzo Giustiniani,1631,"Black chalk and black crayon on paper, 241 x 175 mm","Graphische Sammlung Albertina, Vienna",http://www.wga.hu/html/m/mellan/giustini.html,graphics,portrait,French,1601-1650
"MELLIN, Charles","(b. ca. 1600, Nancy, d. 1649, Roma)",The Tuscan General Alessandro del Borro (?),c. 1645,"Oil on canvas, 203 x 121 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/mellin/general.html,painting,portrait,French,1601-1650
"MELONE, Altobello","(b. ca. 1485, Cremona, d. ca. 1543, Cremona)",Portrait of Alda Gambara,1515-16,"Oil on panel, 60 x 50 cm","Pinacoteca di Brera, Milan",http://www.wga.hu/html/m/melone/portrait.html,painting,portrait,Italian,1501-1550
"MELZI, Francesco","(b. 1493, Milano, d. 1570, Milano)",Flora,-,"Oil on panel, 65 x 55 cm","Galleria Borghese, Rome",http://www.wga.hu/html/m/melzi/flora2.html,painting,portrait,Italian,1501-1550
"MELZI, Francesco","(b. 1493, Milano, d. 1570, Milano)",Portrait of Leonardo,after 1510,"Red chalk on paper, 275 x 190 mm","Royal Library, Windsor",http://www.wga.hu/html/m/melzi/port_leo.html,graphics,portrait,Italian,1501-1550
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Diptych of Maarten Nieuwenhove (right panel),1487,"Oil on oak panel, 52 x 41,5 cm","Memlingmuseum, Sint-Janshospitaal, Bruges",http://www.wga.hu/html/m/memling/3mature6/33nieuw5.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Diptych of Maarten Nieuwenhove,1487,"Oil on oak panel, 52 x 41,5 cm (each)","Memlingmuseum, Sint-Janshospitaal, Bruges",http://www.wga.hu/html/m/memling/3mature6/33nieuw.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Maria Maddalena Baroncelli,c. 1470,"Oil on wood, 44 x 34 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/memling/1early1/04noporx.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man at a Loggia,1472-75,"Oil on oak panel, 40 x 29 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/memling/3mature1/190portr.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man at Prayer before a Landscape,c. 1480,"Oil on oak panel, 30 x 22 cm","Mauritshuis, The Hague",http://www.wga.hu/html/m/memling/3mature1/18portra.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man with a Roman Coin,1480 or later,"Oil on oak panel, 31 x 23,2 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",http://www.wga.hu/html/m/memling/3mature1/19coin.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man with an Arrow,1478-80,"Oil on oak panel, 31,9 x 25,8 cm","National Gallery of Art, Washington",http://www.wga.hu/html/m/memling/2middle1/11marrow.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man,1478-80,"Oil on oak panel, 31,8 x 27,1 cm","Royal Collection, Windsor",http://www.wga.hu/html/m/memling/2middle1/12portra.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Man,c. 1490,"Oil on wood, 35 x 25 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/m/memling/5late/370nopor.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Man at Prayer,c. 1487,"Oil on oak panel, 16 x 12 cm","Upton House, Banbury",http://www.wga.hu/html/m/memling/3mature6/34prayer.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Man before a Landscape,c. 1480,"Oil on oak panel, 26 x 20 cm","Gallerie dell'Accademia, Venice",http://www.wga.hu/html/m/memling/3mature1/20young.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Man,1480s,"Oil on wood, 33 x 25 cm","Galleria Corsini, Florence",http://www.wga.hu/html/m/memling/3mature1/20noyoun.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Man,1485-90,"Oil on oak panel, 29,2 x 22,5 cm","Museo Thyssen-Bornemisza, Madrid",http://www.wga.hu/html/m/memling/3mature5/30young.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Man,c. 1475,Oil on panel,"Kunsthaus, Zurich",http://www.wga.hu/html/m/memling/2middle1/07noporu.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of a Young Woman,1480,"Oil on oak panel, 38 x 26,5 cm","Memlingmuseum, Sint-Janshospitaal, Bruges",http://www.wga.hu/html/m/memling/3mature1/16portra.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of an Old Man,1470-75,"Oil on wood, 34 x 29 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/memling/2middle1/07noporv.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of an Old Woman,1468-70,"Oil on wood, 25.6 x 17.7 cm","Museum of Fine Arts, Houston",http://www.wga.hu/html/m/memling/1early1/04nooldw.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of an Old Woman,1470-75,"Oil on wood, 35 x 29 cm","Musée du Louvre, Paris",http://www.wga.hu/html/m/memling/2middle1/07noporw.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Anthony of Burgundy,1467-70,"Oil on 45 x 35,5 cm","Gemäldegalerie, Dresden",http://www.wga.hu/html/m/memling/6copies/0149burg.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Gilles Joye,1472,"Oil on oak panel, 30,5 x 22,4 cm","Sterling and Francine Clark Art Institute, Williamstown",http://www.wga.hu/html/m/memling/2middle1/06gijoye.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Jacob Obrecht,1496,"Oil on oak panel, 50,8 x 36,1 cm","Kimbell Art Museum, Fort Worth",http://www.wga.hu/html/m/memling/5late/40obrech.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portrait of Jacques of Savoy,1470s,"Oil on oak panel, 34,7 x 25 cm","Öffentliche Kunstsammlung, Basel",http://www.wga.hu/html/m/memling/6copies/0245savo.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Portraits of Willem Moreel and His Wife,c. 1482,"Oil on oak, 39 x 29,7 cm (each)","Musées Royaux des Beaux-Arts, Brussels",http://www.wga.hu/html/m/memling/2middle1/07portr.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Tommaso Portinari and his Wife,c. 1470,"Oil on wood, 44 x 34 cm (each)","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/memling/1early1/04noport.html,painting,portrait,Flemish,1451-1500
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",Young Man at Prayer,c. 1475,"Oak wood, 38,7 x 25,4 cm","National Gallery, London",http://www.wga.hu/html/m/memling/2middle1/07noport.html,painting,portrait,Flemish,1451-1500
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)","Ferdinand IV, King of Naples",1760,"Oil on canvas, 179 x 130 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mengs/ferdinan.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Charles IV as Prince,c. 1765,"Oil on canvas, 152 x 110 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mengs/charles4.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Maria Luisa of Parma,1765,"Oil on canvas, 152 x 110 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mengs/maria_lu.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Maria Luisa of Parma,1765,"Oil on canvas, 48 x 38 cm","Museo del Prado, Madrid",http://www.wga.hu/html/m/mengs/marialui.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Portrait of Clement XIII Rezzonico,1758,Oil on canvas,"Museo del Settecento Veneziano, Ca' Rezzonico, Venice",http://www.wga.hu/html/m/mengs/clement.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Portrait of Johann Joachim Winckelman,1761-62,"Oil on canvas, 64 x 49 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/m/mengs/winckelm.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Portrait of Johann Joachim Winckelmann,1774-76,"Oil on panel, 67 x 53 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mengs/winckel.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Portrait of the Singer Domenico Annibaldi,1750,"Oil on canvas, 125 x 95 cm","Pinacoteca di Brera, Milan",http://www.wga.hu/html/m/mengs/annibald.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Self-Portrait,1744,"Pastel on paper, 55,5 x 42,5 cm","Gemäldegalerie, Dresden",http://www.wga.hu/html/m/mengs/selfport.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Self-Portrait,1779,"Oil on panel, 57 x 43 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/mengs/selfporx.html,painting,portrait,German,1751-1800
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Self-Portrait,c. 1775,"Oil on panel, 102 x 77 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/m/mengs/selfpory.html,painting,portrait,German,1751-1800
"MERCK, Jacob Fransz. van der","(b. ca. 1610, 's-Gravendeel, d. 1664, Leiden)",Portrait of a Couple as Venus and Adonis,1647,"Oil on canvas, 192 x 224 cm",Private collection,http://www.wga.hu/html/m/merc/portcoup.html,painting,portrait,Dutch,1601-1650
"MERIAN, Matthäus the Younger","(b. 1621, Basel, d. 1687, Frankfurt)",Landgrave Friedrich of Hessen-Eschwege,1650s,"Oil on canvas, 190 x 84 cm","Jagdschloss Grunewald, Berlin",http://www.wga.hu/html/m/merian/younger/landgrav.html,painting,portrait,Swiss,1651-1700
"MERSSEMAN, Auguste Joseph Marie de","(b. 1808, Brugge, d. 1879, Antwerpen)",Self-Portrait,1844,"Oil on panel, 22 x 17 cm",Private collection,http://www.wga.hu/html/m/merssema/selfport.html,painting,portrait,Belgian,1801-1850
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)","Character Head: The Gentle, Quiet Sleep",1770-1783,"Tin cast, height 44 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/messersc/c_head1.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: Ill Humoured Man,1770-83,"Lead, height 39 cm",Private collection,http://www.wga.hu/html/m/messersc/c_head7.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: Incapable Bassoonist,1770-83,"Tin-alloy, height 42 cm",Private collection,http://www.wga.hu/html/m/messersc/c_head8.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: The Arch-Evil,1770-83,"Tin-lead alloy, height 38,5 cm","Österreichische Galerie Belvedere, Vienna",http://www.wga.hu/html/m/messersc/c_head2.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: The Beaked,1770,"Alabaster, height 43 cm","Österreichische Galerie Belvedere, Vienna",http://www.wga.hu/html/m/messersc/c_head5.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: The Beaked,1770,"Alabaster, height 43 cm","Österreichische Galerie Belvedere, Vienna",http://www.wga.hu/html/m/messersc/c_head6.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: The Hanged,1770-83,"Alabaster, height 38 cm","Österreichische Galerie Belvedere, Vienna",http://www.wga.hu/html/m/messersc/c_head3.html,sculpture,portrait,Austrian,1751-1800
"MESSERSCHMIDT, Franz Xaver","(b. 1736, Wiesensteig, d. 1783, Bratislava)",Character Head: The Lecher,1770-83,"Marble, height 45 cm","Österreichische Galerie Belvedere, Vienna",http://www.wga.hu/html/m/messersc/c_head4.html,sculpture,portrait,Austrian,1751-1800
"MESSMER, Franz","(b. 1728, Antholz/Pustertal, d. 1773 Wien)",Portrait of a Young Lawyer,-,"Oil on canvas, 91 x 68 cm",Private collection,http://www.wga.hu/html/m/messmer/portrlaw.html,painting,portrait,Austrian,1751-1800
"MESSMER, Franz","(b. 1728, Antholz/Pustertal, d. 1773 Wien)",Portrait of Jacob Schmutzer,1767,"Oil on canvas, 153 x 117 cm","Akademie der bildenden Künste, Vienna",http://www.wga.hu/html/m/messmer/portrait.html,painting,portrait,Austrian,1751-1800
"METSU, Gabriel","(b. 1629, Leiden, d. 1667, Amsterdam)",Portrait of Jan Jacobsz. Hinlopen and His Family,c. 1665,"Oil on canvas, 72 x 79 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/m/metsu/2/valckeni.html,painting,portrait,Dutch,1651-1700
"METSU, Gabriel","(b. 1629, Leiden, d. 1667, Amsterdam)",Portrait of the Artist with His Wife Isabella de Wolff in a Tavern,1661,"Oil on oak panel, 36 x 31 cm","Gemäldegalerie, Dresden",http://www.wga.hu/html/m/metsu/2/portarti.html,painting,portrait,Dutch,1651-1700
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Emperor Francis I,1750s,"Oil on canvas, 95,5 x 77 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mijtens/martin2/3francis.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Empress Maria Theresia,-,Oil on canvas,"Town Hall, Ghent",http://www.wga.hu/html/m/mijtens/martin2/2maria_x.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Portrait of Dénes Bánffy,c. 1750,"Oil on canvas, 207 x 116 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/m/mijtens/martin2/4banffy.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Queen Maria Theresia of Hungary,1759,"Oil on canvas, 122 x 99 cm","Akademie der bildenden Künste, Vienna",http://www.wga.hu/html/m/mijtens/martin2/21maria.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Queen Maria Theresia,1750s,"Oil on canvas, 96 x 77 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mijtens/martin2/2maria_t.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Self-Portrait,c. 1741,"Oil on canvas, 65 x 50 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/m/mijtens/martin2/1self_po.html,painting,portrait,Austrian,1701-1750
"MEYTENS, Martin van, II","(b. 1695, Stockholm, d. 1770, Vienna)",Self-Portrait,c. 1745,"Oil on canvas, 55 x 46 cm","Akademie der bildenden Künste, Vienna",http://www.wga.hu/html/m/mijtens/martin2/1selfpor.html,painting,portrait,Austrian,1701-1750
"MIELICH, Hans","(b. 1516, München, d. 1573, München)","Portrait of Ladislaus von Fraunberg, Count of Haag",1557,"Oil on canvas, 214 x 113 cm","Liechtenstein Museum, Vienna",http://www.wga.hu/html/m/mielich/portrait.html,painting,portrait,German,1501-1550
"MIELICH, Hans","(b. 1516, München, d. 1573, München)",Portrait of Doctor Johann von Schwabbach,1559,"Tempera on wood, 73 x 53 cm","Akademie der bildenden Künste, Vienna",http://www.wga.hu/html/m/mielich/doctor.html,painting,portrait,German,1501-1550
"MIEREVELD, Michiel Jansz. van","(b. 1567, Delft, d. 1641, Delft)","Horace Vere, Baron Vere of Tilbury",1629,"Oil on panel, 87 x 65 cm","National Portrait Gallery, London",http://www.wga.hu/html/m/mierevel/portvere.html,painting,portrait,Dutch,1601-1650
